Significant.UC_K	Ratio.UC.H	minus.log.pvalue	Number.of.samples.quantified.in	Quantified.in.over.70.pct.samples	Cluster	Protein.names	Gene.names	Protein.IDs	Majority.protein.IDs	Zscore.difference.UC-K	Gene.name	pvalue	adj_pvalue	logFC	stat	ENSG.ID	Gene.type	Chromosome	idx	top_2000	top_100	significance
+	1.88677	10.1054	32	+	Cluster 2 (major cluster increased abundance in UC)	Coronin;Coronin-1A	CORO1A	A0A024R611;P31146;H3BRY3;Q59G88;H3BTU6;H3BRJ0;H3BNA2;H3BU76;B4DJS1;Q6ZW98;H3BSL1	A0A024R611;P31146;H3BRY3;Q59G88	2.45959	CORO1A	7.845127388202932e-11	1.2971729349905597e-9	0.9159185670383881	18.712315345195965	ENSG00000102879	protein_coding	16	66	yes	yes	significant_inflammatory
+	1.58456	13.997	32	+	Cluster 2 (major cluster increased abundance in UC)	Calreticulin	HEL-S-99n;CALR	Q53G71;V9HW88;P27797;B4DHR1;B4E2Y9;K7EJB9;A0A142IK94;K7EL50;A0A0F7WAP3;A0A142IKA1;A0A0F7W2W6;A0A142IKA2	Q53G71;V9HW88;P27797;B4DHR1;B4E2Y9;K7EJB9	1.88642	CALR	1.0069316688518044e-14	6.996478022673662e-13	0.6640822889808509	18.55793716579385	ENSG00000179218	protein_coding	19	67	yes	no	significant_inflammatory
+	1.73377	11.5133	32	+	Cluster 2 (major cluster increased abundance in UC)	HLA class II histocompatibility antigen gamma chain;Tyrosine-protein kinase receptor	CD74;CD74-Ntrk1 fusion gene;CD74/ROS fusion;CD74-ROS1_C6;R32	P04233-2;U6FVB0;P04233;H0YBZ2;A9YLN4;M1VPF6;B4DUJ2;H0YBZ8;E7ESL3;P04233-3;E7EQJ3;E7ER71	P04233-2;U6FVB0;P04233;H0YBZ2;A9YLN4;M1VPF6;B4DUJ2	2.28436	CD74	3.066902715162314e-12	9.162186662108092e-11	0.7939125249335323	18.32594896913345	ENSG00000019582	protein_coding	5	68	yes	yes	significant_inflammatory
+	1.71541	11.7295	32	+	Cluster 2 (major cluster increased abundance in UC)	Peroxiredoxin-4	HEL-S-97n;PRDX4	V9HW63;Q13162;H7C3T4;A6NJJ0;A6NG45	V9HW63;Q13162;H7C3T4	2.097	PRDX4	1.8642321782525e-12	5.881842750159929e-11	0.7785534360326976	18.313626994404505	ENSG00000123131	protein_coding	X	69	yes	no	significant_inflammatory
+	2.40952	7.06131	31	+	Cluster 2 (major cluster increased abundance in UC)	Protein-arginine deiminase type-4	PADI4	Q9UM07;Q6EVJ4;Q6EVJ2;Q6EVJ1;B1AQ67;Q53HY9;Q9ULW8	Q9UM07	3.37829	PADI4	8.683403854541285e-8	5.332489517029127e-7	1.2687457760856082	18.292228440610096	ENSG00000159339	protein_coding	1	70	no	no	significant
+	2.69212	6.22293	32	+	Cluster 2 (major cluster increased abundance in UC)	LIM domain-containing protein 2	LIMD2	A0A140VJN0;Q9BT23;J3QQM5;J3KRR0;J3QL69	A0A140VJN0;Q9BT23;J3QQM5;J3KRR0	3.93083	LIMD2	5.985080553871732e-7	2.968062401374723e-6	1.4287427188436244	18.154450742796318	ENSG00000136490	protein_coding	17	71	yes	no	significant_inflammatory
+	1.86185	9.90919	32	+	Cluster 2 (major cluster increased abundance in UC)	Nicotinamide phosphoribosyltransferase	PBEF1;NAMPT	A0A024R718;P43490;A0A0C4DFS8;B7Z8W6;Q658Z1;C9JG65	A0A024R718;P43490;A0A0C4DFS8	2.36593	NAMPT	1.2325654787455738e-10	1.8500448836317059e-9	0.8967368468101294	18.000335023096863	ENSG00000105835	protein_coding	7	72	yes	no	significant_inflammatory
+	1.59058	13.1099	32	+	Cluster 2 (major cluster increased abundance in UC)	Signal recognition particle receptor subunit beta	SRPRB	Q549N5;Q9Y5M8;H7C4H2;C9J5Z8	Q549N5;Q9Y5M8;H7C4H2	1.82989	SRPRB	7.764258747121103e-14	3.872110975177169e-12	0.6695529356628674	17.573750211449507	ENSG00000144867	protein_coding	3	73	yes	no	significant_inflammatory
+	1.54666	13.946	32	+	Cluster 2 (major cluster increased abundance in UC)	Core-binding factor subunit beta	CBFB	Q13951-2;A0A024R6W3;A8K719;J3KTD8	Q13951-2;A0A024R6W3;A8K719	1.69527	CBFB	1.1324003632355578e-14	7.695344885987571e-13	0.6291560861051819	17.521861343986906	ENSG00000067955	protein_coding	16	74	yes	no	significant_inflammatory
+	1.51931	14.5493	32	+	Cluster 2 (major cluster increased abundance in UC)	Tyrosine-protein phosphatase non-receptor type;Tyrosine-protein phosphatase non-receptor type 1	PTPN1	A8K3M3;P18031;B4DSN5	A8K3M3;P18031;B4DSN5	1.59369	PTPN1	2.822929290779781e-15	2.644999202148813e-13	0.6034162673598199	17.451907540948074	ENSG00000196396	protein_coding	20	75	yes	no	significant_inflammatory
+	1.50357	14.9343	32	+	Cluster 2 (major cluster increased abundance in UC)	Proto-oncogene vav	VAV1	P15498;A0A0A0MR07;B2R8B5;F5H5P4;Q96D37;P15498-2;REV__G3V2K8;REV__G3V367;REV__Q64LD2	P15498;A0A0A0MR07;B2R8B5;F5H5P4;Q96D37;P15498-2	1.57768	VAV1	1.1633221573175342e-15	1.383458504009929e-13	0.5883920353891482	17.40106638003518	ENSG00000141968	protein_coding	19	76	yes	yes	significant_inflammatory
+	2.53399	6.33617	32	+	Cluster 1 (minor cluster increased abundance)	Matrix metalloproteinase-9;67 kDa matrix metalloproteinase-9;82 kDa matrix metalloproteinase-9	MMP9	P14780;Q9Y354	P14780	3.5526	MMP9	4.611370319934734e-7	2.3509244895693646e-6	1.341410831116893	17.35438619646692	ENSG00000100985	protein_coding	20	77	yes	no	significant_inflammatory
+	1.66028	11.8009	32	+	Cluster 2 (major cluster increased abundance in UC)	Gamma-interferon-inducible protein 16	IFI16	D3DUZ3;Q16666-2;Q16666;Q16666-6;Q16666-3;A0A0A0MRB1;H3BM18;X6RHM1;H3BVE6;H3BR88;H3BR65	D3DUZ3;Q16666-2;Q16666;Q16666-6;Q16666-3	1.98281	IFI16	1.5816121770080343e-12	5.1337665232851714e-11	0.7314265672028134	17.304958107393574	ENSG00000163565	protein_coding	1	78	yes	yes	significant_inflammatory
+	1.70588	11.1402	32	+	Cluster 2 (major cluster increased abundance in UC)	Asparagine synthetase [glutamine-hydrolyzing]	ASNS	P08243-2;P08243;F8WEJ5;C9JT45;C9J057;C9JM09;C9JLN6	P08243-2;P08243;F8WEJ5	2.08726	ASNS	7.241024217924127e-12	1.8276936230058287e-10	0.7705161639516661	17.254057116285907	ENSG00000070669	protein_coding	7	79	no	no	significant
+	2.00902	8.30679	30	+	Cluster 2 (major cluster increased abundance in UC)	Nitric oxide synthase, inducible	NOS2	P35228;P35228-2;B4E2F7;Q9UM94;A0S0A6;A0A0A0MTA6;P29474-3;P29474-2	P35228;P35228-2;B4E2F7	2.86864	NOS2	4.934123322959689e-9	4.340344043980472e-8	1.0064919263196845	17.030946796044223	ENSG00000007171	protein_coding	17	80	no	no	significant
+	1.68531	11.2026	32	+	Cluster 2 (major cluster increased abundance in UC)	Urotensin-2	UTS2	A0AVP6;Q5H8X8;O95399;O95399-2	A0AVP6;Q5H8X8;O95399;O95399-2	2.05839	UTS2	6.271912632309234e-12	1.6504471369446936e-10	0.7530139886340577	16.939712928759533	ENSG00000049247	protein_coding	1	81	no	no	significant
+	1.70966	10.7076	32	+	Cluster 2 (major cluster increased abundance in UC)	Signal peptidase complex subunit 2	SPCS2	A0A087WUC6;E9PI68;Q15005;E9PL01;B4DDB9;E9PRB9;H0YE04	A0A087WUC6;E9PI68;Q15005;E9PL01;B4DDB9;E9PRB9	2.13194	SPCS2	1.9606496672266034e-11	4.152279980181272e-10	0.7737094449444205	16.692848370569614	ENSG00000118363	protein_coding	11	82	no	no	significant
+	1.63844	11.6442	32	+	Cluster 2 (major cluster increased abundance in UC)	Proteasome activator complex subunit 2	PSME2	Q86SZ7;Q2TNB3;A0A087X1Z3;Q9UL46;H0YM70;Q6FHK9;H0YKU2;H0YLG1;H0YLD2	Q86SZ7;Q2TNB3;A0A087X1Z3;Q9UL46;H0YM70;Q6FHK9	1.98613	PSME2	2.268819781144512e-12	7.015190763298831e-11	0.7123228420674976	16.63339043851595	ENSG00000100911	protein_coding	14	83	yes	no	significant_inflammatory
+	1.6588	11.3069	32	+	Cluster 2 (major cluster increased abundance in UC)	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	HERPUD1	Q53FP9;A8K6A0;Q15011-3;Q15011-2;Q15011;B4E3N8;A4UAE9;A8K7S3;Q15011-4;B4DXX2;H3BP08;H3BTA8;H3BTT7;H3BRS4;H3BV54;Q9HBR2	Q53FP9;A8K6A0;Q15011-3;Q15011-2;Q15011;B4E3N8;A4UAE9;A8K7S3;Q15011-4;B4DXX2;H3BP08	1.95157	HERPUD1	4.932873744946492e-12	1.3379338262609258e-10	0.7301399523565122	16.578970000107343	ENSG00000051108	protein_coding	16	84	no	no	significant
+	1.66381	11.2304	32	+	Cluster 2 (major cluster increased abundance in UC)	Signal peptidase complex subunit 3	SPCS3	D3DP46;P61009	D3DP46;P61009	2.05264	SPCS3	5.8830155998888314e-12	1.5681279512807125e-10	0.7344906932696381	16.56083078249788	ENSG00000129128	protein_coding	4	85	yes	no	significant_inflammatory
+	2.01973	7.96642	32	+	Cluster 2 (major cluster increased abundance in UC)	Argininosuccinate synthase	ASS;ASS1	Q5T6L4;P00966;A8KAP9;Q5T6L6;A0A0S2Z3B6;Q5T6L5;A0A0S2Z3D8;B4E395;A0A0S2Z3F1;Q8NFZ7	Q5T6L4;P00966;A8KAP9;Q5T6L6;A0A0S2Z3B6;Q5T6L5	3.14299	ASS1	1.0803886174910842e-8	8.643108939928673e-8	1.0141624446126398	16.465259184629897	ENSG00000130707	protein_coding	9	86	no	no	significant
+	1.4963	14.0708	32	+	Cluster 2 (major cluster increased abundance in UC)	NA	RNF213	A0A0A0MTR7;A0A0A0MTC1;A0A024R8W2;Q63HN8-5;Q63HN8-6;Q9H932;I3L3H9;Q6ZRW9	A0A0A0MTR7;A0A0A0MTC1	1.59206	RNF213	8.495716271561206e-15	6.329820412449939e-13	0.5813994567238732	16.306031041148724	ENSG00000173821	protein_coding	17	87	yes	no	significant_inflammatory
NA	1.4357	15.8321	32	+	NA	Signal recognition particle subunit SRP72	HEL103;SRP72	V9HWK0;O76094;Q71V07;O76094-2;Q86X80;Q0D2M6;A0PJJ5;D6RDY6;R4GNC1;O15302	V9HWK0;O76094;Q71V07;O76094-2;Q86X80;Q0D2M6;A0PJJ5	1.41887	SRP72	1.471973528977943e-16	2.7583891827877575e-14	0.5217543189880067	16.277306230195485	ENSG00000174780	protein_coding	4	88	no	no	significant
+	2.11181	7.38624	32	+	Cluster 2 (major cluster increased abundance in UC)	Kynureninase	KYNU	A8K4D5;Q16719;Q53F63;A8K7T0;Q53SX6;Q16719-2;B8ZZA3;A0A087X297;Q53SY0;A0A087WYM2;F8WEP1;A0A087WYQ7	A8K4D5;Q16719;Q53F63;A8K7T0;Q53SX6;Q16719-2;B8ZZA3;A0A087X297	2.88231	KYNU	4.109225741408155e-8	2.759115307803261e-7	1.0784800409518782	16.257844119091434	ENSG00000115919	protein_coding	2	89	yes	no	significant_inflammatory
NA	1.44374	15.4165	32	+	NA	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	MGAT1	Q59G70;P26572;D6RF69;D6RA48;D6RBS3;D6RAK2;D6R9U2;D6RD15;D6RB69;D6RHZ8	Q59G70;P26572	1.43323	MGAT1	3.8326574040003525e-16	6.07721881700979e-14	0.5298109538011644	16.107750582303897	ENSG00000131446	protein_coding	5	90	yes	no	significant_inflammatory
+	1.58263	12.112	32	+	Cluster 2 (major cluster increased abundance in UC)	Protein disulfide-isomerase A4	ERP70;PDIA4	A0A090N8Y2;P13667;C9JMN9	A0A090N8Y2;P13667	1.87151	PDIA4	7.726805850957021e-13	2.6995800780970742e-11	0.6623240100183858	16.096825873258727	ENSG00000155660	protein_coding	7	91	yes	no	significant_inflammatory
+	1.5332	13.0376	32	+	Cluster 2 (major cluster increased abundance in UC)	Ribosome-binding protein 1	RRBP1	A7BI36;A0A0A0MRV0;Q9P2E9;A0A087WVV2;F8W7S5;Q32NB1;A0A087WU26;A2A2S5;V9GY78	A7BI36;A0A0A0MRV0;Q9P2E9;A0A087WVV2	1.68785	RRBP1	9.170647491149332e-14	4.447129442275411e-12	0.6165459032510684	16.096544002210177	ENSG00000125844	protein_coding	20	92	yes	no	significant_inflammatory
+	1.68737	10.3204	32	+	Cluster 2 (major cluster increased abundance in UC)	Lymphocyte-specific protein 1	LSP1	P33241;P33241-3;P33241-2;E7EMG9;A8K7L8;E9PBD8;C9JU59;Q9UEV8;C9JKF7;Q9UEV7;Q16003;C9JDV1;C9J9B9;C9JNQ1	P33241;P33241-3;P33241-2;E7EMG9;A8K7L8;E9PBD8	2.02275	LSP1	4.7818946066590884e-11	8.621351675679244e-10	0.7547763569309658	15.729938948038765	ENSG00000130592	protein_coding	11	93	yes	no	significant_inflammatory
+	1.63242	11.0231	32	+	Cluster 2 (major cluster increased abundance in UC)	Regulator of G-protein signaling 19	RGS19	Q6I9S5;P49795;B4DP94;Q9H2T9	Q6I9S5;P49795;B4DP94	1.86375	RGS19	9.482001070195073e-12	2.3176559137583531e-10	0.707012291354364	15.666297548757866	ENSG00000171700	protein_coding	20	94	yes	no	significant_inflammatory
+	2.04007	7.43488	25	+	Cluster 2 (major cluster increased abundance in UC)	Large neutral amino acids transporter small subunit 1	SLC7A5	Q01650;A0A0C4DGL4;Q2MCL6;H0YJ95;G3V4Z6;B4DVT0;A0A0S2Z502;A0A024R719;Q9UM01;Q92536	Q01650;A0A0C4DGL4	2.75113	SLC7A5	3.6738379836989406e-8	2.5096969520426695e-7	1.028618655589052	15.604087006694462	ENSG00000103257	protein_coding	16	95	yes	no	significant_inflammatory
+	1.65404	10.6542	32	+	Cluster 2 (major cluster increased abundance in UC)	Antigen peptide transporter 2	TAP2;TAP2-G	X5CMH5;A0A1V0E3Z3;Q59H06;Q5JNW1;A0A087WYD6;A0A1V0E403;Q03519;A0A1V0E419;A0A1V0E3X6;A0A1V0E415;A0A0G2JLV0;Q9UQ60;Q9UMW6;Q9H4M2;B6VNV2;Q96P38;Q99591	X5CMH5;A0A1V0E3Z3;Q59H06;Q5JNW1;A0A087WYD6;A0A1V0E403;Q03519;A0A1V0E419;A0A1V0E3X6;A0A1V0E415;A0A0G2JLV0;Q9UQ60;Q9UMW6	1.99972	TAP2	2.2171751377752346e-11	4.528213054422481e-10	0.7259941239311042	15.59976123150476	ENSG00000204267	protein_coding	6	96	yes	no	significant_inflammatory
+	1.66852	10.3428	32	+	Cluster 2 (major cluster increased abundance in UC)	Pleckstrin	PLEK	P08567;Q59GZ2	P08567;Q59GZ2	2.0487	PLEK	4.541507126325543e-11	8.322806213106914e-10	0.7385689797344284	15.418396164104239	ENSG00000115956	protein_coding	2	97	yes	yes	significant_inflammatory
+	1.67806	10.1453	32	+	Cluster 2 (major cluster increased abundance in UC)	Protein-tyrosine-phosphatase;Receptor-type tyrosine-protein phosphatase C	PTPRC	X6R433;A0A0A0MT22;P08575-2;P08575;B4E0V3;Q6PJK7;M3ZCP1;A0A075B788;B4DSZ5;E9PKH0;A0A140TA77;A0A140TA68;A0A0G2JNW2;Q6QIM3;A0A140TA57;M9MMK9	X6R433;A0A0A0MT22;P08575-2;P08575;B4E0V3;Q6PJK7;M3ZCP1;A0A075B788;B4DSZ5	2.02393	PTPRC	7.156488866926975e-11	1.2026012813335982e-9	0.746794301090551	15.313875801002794	ENSG00000081237	protein_coding	1	98	yes	yes	significant_inflammatory
+	2.07479	7.09529	31	+	Cluster 2 (major cluster increased abundance in UC)	Guanylate-binding protein 5	GBP5;FLJ00401	Q96PP8;Q96PP8-2;Q8N4Q4;E7ETN8;Q8NF03	Q96PP8;Q96PP8-2;Q8N4Q4;E7ETN8;Q8NF03	2.84144	GBP5	8.029897469792075e-8	4.950836087058244e-7	1.0529653213798378	15.259507702751938	ENSG00000154451	protein_coding	1	99	yes	yes	significant_inflammatory
+	1.76719	9.11102	32	+	Cluster 2 (major cluster increased abundance in UC)	Cytochrome b-245 light chain	CYBA	P13498;B4DT46;H3BR52;H3BPX1;H3BNP7	P13498;B4DT46	2.2044	CYBA	7.744261333399155e-10	8.835887838697485e-9	0.8214571600489061	15.201032886943473	ENSG00000051523	protein_coding	16	100	yes	no	significant_inflammatory
+	1.45665	14.0106	32	+	Cluster 2 (major cluster increased abundance in UC)	Vigilin	HDLBP	A0A024R4E5;B2R5V9;Q00341;Q00341-2;H0Y394;Q6ZS03;B4DKR8;Q96CF6;Q6ZN49;Q2HJC8;H7C0A4;Q5HYC5;C9J5E5;C9JIZ1;H7BZC3;H7C2D1;C9JZI8;C9JHZ8;C9JES8;C9JHS7;C9JT62;C9JK79;C9JBS3;C9JEJ8;C9JHN6;C9JQ82;C9JMQ6;C9JHS9;C9J739;H7C3D0	A0A024R4E5;B2R5V9;Q00341;Q00341-2;H0Y394;Q6ZS03;B4DKR8;Q96CF6	1.48631	HDLBP	9.758880500302885e-15	6.944647848626408e-13	0.5426542721020361	15.168775975597061	ENSG00000115677	protein_coding	2	101	no	no	significant
+	1.54618	11.9684	32	+	Cluster 2 (major cluster increased abundance in UC)	Hypoxia up-regulated protein 1	HYOU1	Q9Y4L1;A0A087X054;B7Z2N4;B7Z766;E9PJ21;Q05D91;A0A087WWI4;Q6IN67;K7EQK2;Q9Y4L1-2;A0A024R3G0;J3KTF1;B7Z4E6	Q9Y4L1;A0A087X054;B7Z2N4;B7Z766;E9PJ21;Q05D91;A0A087WWI4;Q6IN67;K7EQK2;Q9Y4L1-2	1.77291	HYOU1	1.0754742089727868e-12	3.6744378498827146e-11	0.6287082817407879	15.085703925132519	ENSG00000149428	protein_coding	11	102	yes	no	significant_inflammatory
+	1.80316	8.67496	32	+	Cluster 2 (major cluster increased abundance in UC)	Hexokinase;Hexokinase-3	HK3	A0A024R7R1;P52790;Q59H08;H0Y9N6;H0Y8U9	A0A024R7R1;P52790;Q59H08	2.26643	HK3	2.113683708335616e-9	2.055191832130102e-8	0.8505274172722256	15.027075919898884	ENSG00000160883	protein_coding	5	103	yes	no	significant_inflammatory
+	1.49308	12.8219	32	+	Cluster 2 (major cluster increased abundance in UC)	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	hCG_2032701;STT3A	A0A024R3J7;P46977;P46977-2;H0YET6;A0A0C4DH80;E9PN73;E9PI32	A0A024R3J7;P46977;P46977-2	1.60538	STT3A	1.5069540152263556e-13	6.656431164399845e-12	0.5782914678912097	14.867568999465709	ENSG00000134910	protein_coding	11	104	yes	no	significant_inflammatory
+	1.63405	10.3903	32	+	Cluster 2 (major cluster increased abundance in UC)	Glutaredoxin-1	GLRX	A0A024RAM2;P35754;D3DQK5	A0A024RAM2;P35754	1.93565	GLRX	4.0709896665027394e-11	7.628787908379678e-10	0.7084521289232623	14.851806155671452	ENSG00000173221	protein_coding	5	105	no	no	significant
+	1.58806	11.0661	32	+	Cluster 2 (major cluster increased abundance in UC)	Antigen peptide transporter 1	TAP1	X5CKB3;A0A1V0E3Y2;A0A1V0E3X9;A0A140T9T7;A0A0S2Z5A6;Q03518;Q6QWC0;A0A1V0E3X7;A0A1V0E3W5;Q6QWC1;B2R9F3;A0A1V0E3X4;B7Z7P4;O94774;A0A0S2Z4R8;Q9UEE1	X5CKB3;A0A1V0E3Y2;A0A1V0E3X9;A0A140T9T7;A0A0S2Z5A6;Q03518;Q6QWC0;A0A1V0E3X7;A0A1V0E3W5;Q6QWC1;B2R9F3;A0A1V0E3X4;B7Z7P4	1.82837	TAP1	8.58815749102728e-12	2.124366636980508e-10	0.6672654213393078	14.84128977349257	ENSG00000168394	protein_coding	6	106	yes	no	significant_inflammatory
+	1.51212	12.3626	32	+	Cluster 2 (major cluster increased abundance in UC)	Mixed lineage kinase domain-like protein	MLKL;DKFZp667E1714	Q8NB16;Q5JPC5;I3L4A6;Q8NB16-2;I3L2U3;I3L2T9	Q8NB16;Q5JPC5	1.57878	MLKL	4.3391034059292384e-13	1.7091092651125103e-11	0.5965726346220105	14.77321864562024	ENSG00000168404	protein_coding	16	107	yes	no	significant_inflammatory
+	1.48363	12.9371	32	+	Cluster 2 (major cluster increased abundance in UC)	4F2 cell-surface antigen heavy chain	SLC3A2	P08195-2;B4E2Z3;F5GZS6;J3KPF3;P08195-3;P08195;P08195-4;A0A024R599;F5H0E2;H0YFS2;F5GZI0;F5H867;B4E3E4;F5GZR9;H0YFX4	P08195-2;B4E2Z3;F5GZS6;J3KPF3;P08195-3;P08195;P08195-4;A0A024R599	1.52099	SLC3A2	1.1558460681562257e-13	5.456299301891679e-12	0.5691313455160029	14.742071234172887	ENSG00000168003	protein_coding	11	108	no	no	significant
+	1.77437	8.69339	32	+	Cluster 2 (major cluster increased abundance in UC)	Cytochrome b-245 heavy chain	CYBB	A0A0S2Z3S6;P04839;B4DWE0;B4DWD1;A0A0S2Z4A9;B4E1Y5;Q5H9D4;Q9Y5S8-2	A0A0S2Z3S6;P04839;B4DWE0;B4DWD1	2.26584	CYBB	2.025862661175952e-9	1.9915395315108575e-8	0.8273068785827812	14.643014371784204	ENSG00000165168	protein_coding	X	109	yes	no	significant_inflammatory
+	1.71469	9.26439	32	+	Cluster 2 (major cluster increased abundance in UC)	Neutrophil cytosol factor 1;Putative neutrophil cytosol factor 1B;Putative neutrophil cytosol factor 1C	NCF1;NCF1B;NCF1C	P14598;A6NI72;A8MVU1;P14598-2;B4DQ63;B7ZAL4;B4DQC4;B7ZAM6;B4DW70	P14598;A6NI72;A8MVU1;P14598-2;B4DQ63;B7ZAL4	2.04739	NCF1	5.440139044855809e-10	6.4695807410362165e-9	0.7779477741308894	14.638866300915902	ENSG00000158517	protein_coding	7	110	yes	no	significant_inflammatory
+	1.59384	10.7976	32	+	Cluster 2 (major cluster increased abundance in UC)	SAM and SH3 domain-containing protein 3	SASH3	B2RBY7;O75995;B4DKQ0	B2RBY7;O75995;B4DKQ0	1.83715	SASH3	1.59367588102877e-11	3.545068938230904e-10	0.6725068095088604	14.616618561824817	ENSG00000122122	protein_coding	X	111	yes	no	significant_inflammatory
+	2.43248	5.56569	32	+	Cluster 1 (minor cluster increased abundance)	Neutrophil collagenase	MMP8	P22894;H7C1M3	P22894	3.37943	MMP8	2.7183789591291265e-6	1.1609430582358092e-5	1.2824279431278929	14.546371525829535	ENSG00000118113	protein_coding	11	112	no	no	significant
+	1.63982	10.0353	32	+	Cluster 2 (major cluster increased abundance in UC)	Apolipoprotein L3	APOL3	A0A024R1G6;O95236-2;O95236;O95236-3	A0A024R1G6;O95236-2;O95236	1.95406	APOL3	9.219343574515606e-11	1.4808420951897273e-9	0.7135374615754232	14.482731149714002	ENSG00000128284	protein_coding	22	113	yes	yes	significant_inflammatory
+	1.49713	12.3356	32	+	Cluster 2 (major cluster increased abundance in UC)	Protein LYRIC	MTDH	A0A024R9D2;Q86UE4;E5RJU9;H0YB56;H0YBJ8;H0YBE0	A0A024R9D2;Q86UE4;E5RJU9	1.53609	MTDH	4.61742659477296e-13	1.7958595007594958e-11	0.582199500095273	14.388282230907214	ENSG00000147649	protein_coding	8	114	no	no	significant
+	1.57332	10.8625	32	+	Cluster 2 (major cluster increased abundance in UC)	Protein CDV3 homolog	CDV3	Q9UKY7;Q9UKY7-2;D3DND1;H0Y8K3	Q9UKY7;Q9UKY7-2;D3DND1;H0Y8K3	1.79167	CDV3	1.3724609610075597e-11	3.1318444955242614e-10	0.653812132584994	14.291801314563745	ENSG00000091527	protein_coding	3	115	yes	no	significant_inflammatory
+	1.54281	11.3779	32	+	Cluster 2 (major cluster increased abundance in UC)	Protein disulfide-isomerase A6	PDIA6	Q15084-3;Q15084;Q15084-4;Q15084-5;Q15084-2	Q15084-3;Q15084;Q15084-4;Q15084-5;Q15084-2	1.72582	PDIA6	4.188900070027824e-12	1.1721338476494147e-10	0.6255604021965364	14.284835701129643	ENSG00000143870	protein_coding	2	116	yes	no	significant_inflammatory
NA	1.44939	13.2529	32	+	NA	Bridging integrator 2	BIN2	F5H0W4;B7Z6F3;B2RAR0;A0A087X188;Q9UBW5;S4R418;A0A0A0MT10;Q9UBW5-2	F5H0W4;B7Z6F3;B2RAR0;A0A087X188;Q9UBW5;S4R418;A0A0A0MT10;Q9UBW5-2	1.39437	BIN2	5.585988020572553e-14	2.9779094757948853e-12	0.5354458456611936	14.195310605255521	ENSG00000110934	protein_coding	12	117	yes	no	significant_inflammatory
NA	1.37027	15.7639	32	+	NA	DNA topoisomerase 1	TOP1	P11387;B9EG90;Q9BVT2;E5RIC7;B7Z9E8;B4DYD2;E5KMK7;E5KMK6;E5KMK5;Q969P6-2;Q969P6;D3DWJ7;Q6PK95;Q6NWZ5;E5RJ95;E5RFS0;B4E061;E5RJ33;H0YBR3;H0YC03;E5RGE7;E5RGR4;E5RFE3;E5RGR2	P11387;B9EG90	1.23088	TOP1	1.7222650955266568e-16	3.042996385924813e-14	0.4544601919317655	14.132523187227406	ENSG00000198900	protein_coding	20	118	yes	no	significant_inflammatory
NA	1.3466	16.7456	32	+	NA	Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form;Polypeptide N-acetylgalactosaminyltransferase	GALNT2	A0A1L7NY50;Q10471;G3V1S6;A0A1L7NY41;B7Z6K2;B7Z462;Q10471-2	A0A1L7NY50;Q10471;G3V1S6;A0A1L7NY41;B7Z6K2;B7Z462	1.18548	GALNT2	1.796387399063893e-17	5.289933178957674e-15	0.42932136994144154	14.109799442560156	ENSG00000143641	protein_coding	1	119	yes	no	significant_inflammatory
+	1.61904	10.0287	32	+	Cluster 2 (major cluster increased abundance in UC)	2-5-oligoadenylate synthase 2	OAS2	A0A087X0V5;P29728-2;P29728;A8KA41;F8W1C5;Q7Z6D0;P29728-3	A0A087X0V5;P29728-2;P29728;A8KA41	1.91771	OAS2	9.360520527214564e-11	1.4957482930308751e-9	0.6951386293024711	14.102253036110634	ENSG00000111335	protein_coding	12	120	yes	yes	significant_inflammatory
+	1.49704	12.0139	32	+	Cluster 2 (major cluster increased abundance in UC)	Fibronectin type III domain-containing protein 3B	FNDC3B	Q53EP0;Q53EP0-2;C9JKH7	Q53EP0;Q53EP0-2	1.56595	FNDC3B	9.685008361475434e-13	3.3459269110259264e-11	0.582112769847011	14.022315025661625	ENSG00000075420	protein_coding	3	121	yes	no	significant_inflammatory
+	1.62118	9.93008	32	+	Cluster 2 (major cluster increased abundance in UC)	Translocating chain-associated membrane protein;Translocating chain-associated membrane protein 1	TRAM1	G3XAN4;Q6FHL3;A8K032;Q15629-2;Q15629;Q6FHU7	G3XAN4;Q6FHL3;A8K032;Q15629-2;Q15629;Q6FHU7	1.89056	TRAM1	1.1746811507440398e-10	1.7884016903714029e-9	0.6970442825213256	14.01566006846152	ENSG00000067167	protein_coding	8	122	yes	no	significant_inflammatory
+	1.63132	9.69907	32	+	Cluster 2 (major cluster increased abundance in UC)	Beta-galactoside alpha-2,6-sialyltransferase 1	ST6GAL1	P15907;P15907-2;C9J6X5;H7C472;C9JFM4;C9K0R8;C9JTR0;C9JPG6;C9JKG0;C9JR47;C9JI90;C9JH16;C9IYS8;C9JVK7	P15907	1.92594	ST6GAL1	1.999539555959817e-10	2.7786859806866314e-9	0.7060398091069623	13.884251824985032	ENSG00000073849	protein_coding	3	123	yes	no	significant_inflammatory
